gvkey,datadate,fyear,indfmt,consol,popsrc,datafmt,tic,conm,curcd,costat,gind
006375,20161231,2016,INDL,C,D,STD,K,KELLOGG CO,USD,A,302020
006386,20160630,2016,INDL,C,D,STD,KMT,KENNAMETAL INC,USD,A,201060
006416,20160630,2016,INDL,C,D,STD,KTCC,KEY TRONIC CORP,USD,A,452030
006433,20160630,2016,INDL,C,D,STD,KBAL,KIMBALL INTERNATIONAL  -CL B,USD,A,202010
006435,20161231,2016,INDL,C,D,STD,KMB,KIMBERLY-CLARK CORP,USD,A,303010
006461,20161231,2016,INDL,C,D,STD,KEX,KIRBY CORP,USD,A,203030
006502,20160131,2015,INDL,C,D,STD,KR,KROGER CO,USD,A,301010
006527,20160630,2016,INDL,C,D,STD,LYTS,LSI INDUSTRIES INC,USD,A,201040
006528,20161231,2016,INDL,C,D,STD,LXU,LSB INDUSTRIES INC,USD,A,151010
006543,20160430,2015,INDL,C,D,STD,LZB,LA-Z-BOY INC,USD,A,252010
006547,20160930,2016,INDL,C,D,STD,SR,SPIRE INC,USD,A,551020
006565,20160630,2016,INDL,C,D,STD,LRCX,LAM RESEARCH CORP,USD,A,453010
006573,20160630,2016,INDL,C,D,STD,LANC,LANCASTER COLONY CORP,USD,A,302020
006639,20160930,2016,INDL,C,D,STD,LEE,LEE ENTERPRISES INC,USD,A,502010
006649,20161231,2016,INDL,C,D,STD,LEG,LEGGETT & PLATT INC,USD,A,252010
006669,20161130,2016,INDL,C,D,STD,LEN,LENNAR CORP,USD,A,252010
006682,20161231,2016,FS,C,D,STD,JEF,JEFFERIES FINANCIAL GRP INC,USD,A,402030
006682,20161231,2016,INDL,C,D,STD,JEF,JEFFERIES FINANCIAL GRP INC,USD,A,402030
006730,20161231,2016,INDL,C,D,STD,LLY,LILLY (ELI) & CO,USD,A,352020
006733,20160131,2015,INDL,C,D,STD,BBWI,BATH & BODY WORKS INC,USD,A,255040
006737,20161231,2016,INDL,C,D,STD,LECO,LINCOLN ELECTRIC HLDGS INC,USD,A,201060
006742,20161231,2016,FS,C,D,STD,LNC,LINCOLN NATIONAL CORP,USD,A,403010
006742,20161231,2016,INDL,C,D,STD,LNC,LINCOLN NATIONAL CORP,USD,A,403010
006774,20161231,2016,INDL,C,D,STD,LMT,LOCKHEED MARTIN CORP,USD,A,201010
006781,20161231,2016,FS,C,D,STD,L,LOEWS CORP,USD,A,403010
006781,20161231,2016,INDL,C,D,STD,L,LOEWS CORP,USD,A,403010
006788,20161231,2016,INDL,C,D,STD,RRC,RANGE RESOURCES CORP,USD,A,101020
006821,20161231,2016,INDL,C,D,STD,LPX,LOUISIANA-PACIFIC CORP,USD,A,151050
006829,20160131,2015,INDL,C,D,STD,LOW,LOWE'S COS INC,USD,A,255040
006865,20161231,2016,INDL,C,D,STD,MDC,MDC HOLDINGS INC,USD,A,252010
006867,20161231,2016,INDL,C,D,STD,MDU,MDU RESOURCES GROUP INC,USD,A,201030
006932,20161231,2016,INDL,C,D,STD,MGEE,MGE ENERGY INC,USD,A,551010
006994,20161231,2016,INDL,C,D,STD,MTW,MANITOWOC CO,USD,A,201060
007017,20161231,2016,INDL,C,D,STD,MRO,MARATHON OIL CORP,USD,A,101020
007022,20161231,2016,INDL,C,D,STD,MCS,MARCUS CORP,USD,A,502020
007063,20161231,2016,FS,C,D,STD,HST,HOST HOTELS & RESORTS INC,USD,A,601010
007063,20161231,2016,INDL,C,D,STD,HST,HOST HOTELS & RESORTS INC,USD,A,601010
007065,20161231,2016,INDL,C,D,STD,MMC,MARSH & MCLENNAN COS,USD,A,403010
007085,20161231,2016,INDL,C,D,STD,MAS,MASCO CORP,USD,A,201020
007116,20161231,2016,INDL,C,D,STD,MAT,MATTEL INC,USD,A,252020
007117,20161231,2016,FS,C,D,STD,MLP,MAUI LAND & PINEAPPLE CO,USD,A,601020
007117,20161231,2016,INDL,C,D,STD,MLP,MAUI LAND & PINEAPPLE CO,USD,A,601020
007146,20161130,2016,INDL,C,D,STD,MKC,MCCORMICK & CO INC,USD,A,302020
007154,20161231,2016,INDL,C,D,STD,MCD,MCDONALD'S CORP,USD,A,253010
007161,20161231,2016,INDL,C,D,STD,MGRC,MCGRATH RENTCORP,USD,A,201070
007171,20160331,2015,INDL,C,D,STD,MCK,MCKESSON CORP,USD,A,351020
007185,20160930,2016,INDL,C,D,STD,GENC,GENCOR INDUSTRIES INC,USD,A,201060
007241,20161231,2016,INDL,C,D,STD,CVS,CVS HEALTH CORP,USD,A,351020
007257,20161231,2016,INDL,C,D,STD,MRK,MERCK & CO,USD,A,352020
007275,20160331,2015,INDL,C,D,STD,MLAB,MESA LABORATORIES INC,USD,A,351010
007291,20160430,2015,INDL,C,D,STD,MEI,METHODE ELECTRONICS INC,USD,A,452030
007295,20160630,2016,INDL,C,D,STD,EVI,EVI INDUSTRIES INC,USD,A,201070
007315,20161231,2016,INDL,C,D,STD,SIEB,SIEBERT FINANCIAL CORP,USD,A,402030
007343,20160831,2016,INDL,C,D,STD,MU,MICRON TECHNOLOGY INC,USD,A,453010
007366,20161231,2016,INDL,C,D,STD,ETR,ENTERGY CORP,USD,A,551010
007368,20161231,2016,INDL,C,D,STD,MSEX,MIDDLESEX WATER CO,USD,A,551040
007401,20160531,2015,INDL,C,D,STD,MLKN,MILLERKNOLL INC,USD,A,202010
007420,20161231,2016,INDL,C,D,STD,MSA,MSA SAFETY INC,USD,A,202010
007422,20161231,2016,INDL,C,D,STD,EXCE,EXCO RESOURCES INC,USD,A,101020
007435,20161231,2016,INDL,C,D,STD,MMM,3M CO,USD,A,201050
007437,20161231,2016,INDL,C,D,STD,ALE,ALLETE INC,USD,A,551010
007486,20160331,2015,INDL,C,D,STD,MOD,MODINE MANUFACTURING CO,USD,A,251010
007526,20161231,2016,INDL,C,D,STD,QDEL,QUIDELORTHO CORP,USD,A,351010
007549,20160930,2016,INDL,C,D,STD,MOG.A,MOOG INC  -CL A,USD,A,201010
007585,20161231,2016,INDL,C,D,STD,MSI,MOTOROLA SOLUTIONS INC,USD,A,452010
007620,20161231,2016,INDL,C,D,STD,MUR,MURPHY OIL CORP,USD,A,101020
007636,20161231,2016,INDL,C,D,STD,MYE,MYERS INDUSTRIES INC,USD,A,151030
007637,20161231,2016,INDL,C,D,STD,VTRS,VIATRIS INC,USD,A,352020
007647,20161231,2016,FS,C,D,STD,BAC,BANK OF AMERICA CORP,USD,A,401010
007647,20161231,2016,INDL,C,D,STD,BAC,BANK OF AMERICA CORP,USD,A,401010
007648,20161231,2016,INDL,C,D,STD,NCR,NCR CORP,USD,A,451030
007685,20160630,2016,INDL,C,D,STD,NSSC,NAPCO SECURITY TECH INC,USD,A,452030
007696,20160331,2015,INDL,C,D,STD,NATH,NATHAN'S FAMOUS INC,USD,A,253010
007733,20160930,2016,INDL,C,D,STD,NFG,NATIONAL FUEL GAS CO,USD,A,551020
007741,20161231,2016,INDL,C,D,STD,NHC,NATIONAL HEALTHCARE CORP,USD,A,351020
007750,20161231,2016,INDL,C,D,STD,THC,TENET HEALTHCARE CORP,USD,A,351020
007762,20161231,2016,INDL,C,D,STD,NPK,NATIONAL PRESTO INDS INC,USD,A,201010
007799,20161231,2016,INDL,C,D,STD,NATR,NATURES SUNSHINE PRODS INC,USD,A,303020
007849,20160930,2016,INDL,C,D,STD,NJR,NEW JERSEY RESOURCES CORP,USD,A,551020
007866,20161231,2016,INDL,C,D,STD,NYT,NEW YORK TIMES CO  -CL A,USD,A,502010
007875,20161231,2016,INDL,C,D,STD,NWL,NEWELL BRANDS INC,USD,A,252010
007881,20161231,2016,INDL,C,D,STD,NEM,NEWMONT CORP,USD,A,151040
007882,20161231,2016,INDL,C,D,STD,NR,NEWPARK RESOURCES,USD,A,101010
007906,20160531,2015,INDL,C,D,STD,NKE,NIKE INC  -CL B,USD,A,252030
007921,20161031,2016,INDL,C,D,STD,NDSN,NORDSON CORP,USD,A,201060
007922,20160131,2015,INDL,C,D,STD,JWN,NORDSTROM INC,USD,A,255030
007923,20161231,2016,INDL,C,D,STD,NSC,NORFOLK SOUTHERN CORP,USD,A,203040
007938,20161231,2016,INDL,C,D,STD,NC,NACCO INDUSTRIES  -CL A,USD,A,101020
007951,20160131,2015,INDL,C,D,STD,MOV,MOVADO GROUP INC,USD,A,252030
007970,20161231,2016,INDL,C,D,STD,ES,EVERSOURCE ENERGY,USD,A,551010
007974,20161231,2016,INDL,C,D,STD,NI,NISOURCE INC,USD,A,551030
007977,20161231,2016,INDL,C,D,STD,XEL,XCEL ENERGY INC,USD,A,551010
007985,20161231,2016,INDL,C,D,STD,NOC,NORTHROP GRUMMAN CORP,USD,A,201010
007991,20161231,2016,INDL,C,D,STD,TEX,TEREX CORP,USD,A,201060
007993,20161231,2016,INDL,C,D,STD,NWN,NORTHWEST NATURAL HLDNG CO,USD,A,551020
008001,20161231,2016,INDL,C,D,STD,NWE,NORTHWESTERN CORP,USD,A,551030
008007,20161231,2016,FS,C,D,STD,WFC,WELLS FARGO & CO,USD,A,401010
008007,20161231,2016,INDL,C,D,STD,WFC,WELLS FARGO & CO,USD,A,401010
008030,20161231,2016,INDL,C,D,STD,NUE,NUCOR CORP,USD,A,151040
008068,20161231,2016,INDL,C,D,STD,OXY,OCCIDENTAL PETROLEUM CORP,USD,A,101020
008079,20161231,2016,INDL,C,D,STD,OII,OCEANEERING INTERNATIONAL,USD,A,101010
008087,20160331,2015,INDL,C,D,STD,ITI,ITERIS INC,USD,A,452030
008092,20160331,2015,INDL,C,D,STD,VTOL,BRISTOW GROUP INC,USD,A,101010
008099,20161231,2016,INDL,C,D,STD,FE,FIRSTENERGY CORP,USD,A,551010
008105,20160731,2016,INDL,C,D,STD,ODC,OIL DRI CORP AMERICA,USD,A,303010
008113,20161231,2016,INDL,C,D,STD,OGE,OGE ENERGY CORP,USD,A,551010
008123,20161231,2016,INDL,C,D,STD,OLN,OLIN CORP,USD,A,151010
008148,20161231,2016,FS,C,D,STD,OLP,ONE LIBERTY PROPERTIES INC,USD,A,601010
008148,20161231,2016,INDL,C,D,STD,OLP,ONE LIBERTY PROPERTIES INC,USD,A,601010
008151,20161231,2016,INDL,C,D,STD,OKE,ONEOK INC,USD,A,101020
008199,20161231,2016,INDL,C,D,STD,OTTR,OTTER TAIL CORP,USD,A,551010
008210,20161231,2016,INDL,C,D,STD,OSG,OVERSEAS SHIPHOLDING GROUP,USD,A,101020
008213,20161231,2016,INDL,C,D,STD,OMI,OWENS & MINOR INC,USD,A,351020
008214,20161231,2016,INDL,C,D,STD,OC,OWENS CORNING,USD,A,201020
008215,20161231,2016,INDL,C,D,STD,OI,O-I GLASS INC,USD,A,151030
008219,20160131,2015,INDL,C,D,STD,OXM,OXFORD INDUSTRIES INC,USD,A,252030
008245,20161231,2016,FS,C,D,STD,PNC,PNC FINANCIAL SVCS GROUP INC,USD,A,401010
008245,20161231,2016,INDL,C,D,STD,PNC,PNC FINANCIAL SVCS GROUP INC,USD,A,401010
008247,20161231,2016,INDL,C,D,STD,PPG,PPG INDUSTRIES INC,USD,A,151010
008253,20161231,2016,INDL,C,D,STD,PCAR,PACCAR INC,USD,A,201060
008264,20161231,2016,INDL,C,D,STD,PCG,PG&E CORP,USD,A,551010
008272,20161231,2016,INDL,C,D,STD,SRE,SEMPRA ENERGY,USD,A,551030
008334,20161231,2016,INDL,C,D,STD,PAR,PAR TECHNOLOGY CORP,USD,A,452030
008348,20160229,2015,INDL,C,D,STD,PKE,PARK AEROSPACE CORP,USD,A,201010
008350,20161231,2016,INDL,C,D,STD,PKOH,PARK OHIO HOLDINGS CORP,USD,A,201060
008357,20161231,2016,INDL,C,D,STD,PKDC,PARKER DRILLING CO,USD,A,101010
008358,20160630,2016,INDL,C,D,STD,PH,PARKER-HANNIFIN CORP,USD,A,201060
008386,20161231,2016,INDL,C,D,STD,PATK,PATRICK INDUSTRIES INC,USD,A,251010
008402,20160531,2015,INDL,C,D,STD,PAYX,PAYCHEX INC,USD,A,451020
008431,20161231,2016,FS,C,D,STD,AFG,AMERICAN FINANCIAL GROUP INC,USD,A,403010
008431,20161231,2016,INDL,C,D,STD,AFG,AMERICAN FINANCIAL GROUP INC,USD,A,403010
008440,20161231,2016,INDL,C,D,STD,ROCC,RANGER OIL CORPORATION,USD,A,101020
008455,20161231,2016,INDL,C,D,STD,PPL,PPL CORP,USD,A,551010
008479,20161231,2016,INDL,C,D,STD,PEP,PEPSICO INC,USD,A,302010
008486,20161231,2016,INDL,C,D,STD,TPC,TUTOR PERINI CORP,USD,A,201030
008512,20161231,2016,INDL,C,D,STD,PDCE,PDC ENERGY INC,USD,A,101020
008530,20161231,2016,INDL,C,D,STD,PFE,PFIZER INC,USD,A,352020
008539,20161231,2016,INDL,C,D,STD,EXC,EXELON CORP,USD,A,551010
008542,20161231,2016,INDL,C,D,STD,WTRG,ESSENTIAL UTILITIES INC,USD,A,551040
008543,20161231,2016,INDL,C,D,STD,MO,ALTRIA GROUP INC,USD,A,302030
008549,20161231,2016,INDL,C,D,STD,COP,CONOCOPHILLIPS,USD,A,101020
008551,20160131,2015,INDL,C,D,STD,PVH,PVH CORP,USD,A,252030
008599,20160331,2015,INDL,C,D,STD,AGYS,AGILYSYS INC,USD,A,451030
008605,20161231,2016,FS,C,D,STD,PIPR,PIPER SANDLER COS,USD,A,402030
008605,20161231,2016,INDL,C,D,STD,PIPR,PIPER SANDLER COS,USD,A,402030
008606,20161231,2016,INDL,C,D,STD,PBI,PITNEY BOWES INC,USD,A,202010
008692,20161231,2016,INDL,C,D,STD,PCH,POTLATCHDELTIC CORP,USD,A,601010
008699,20160930,2016,INDL,C,D,STD,POWL,POWELL INDUSTRIES INC,USD,A,201040
008762,20160630,2016,INDL,C,D,STD,PG,PROCTER & GAMBLE CO,USD,A,303010
008807,20161231,2016,INDL,C,D,STD,PNM,PNM RESOURCES INC,USD,A,551010
008810,20161231,2016,INDL,C,D,STD,PEG,PUBLIC SERVICE ENTRP GRP INC,USD,A,551030
008823,20161231,2016,INDL,C,D,STD,PHM,PULTEGROUP INC,USD,A,252010
008826,20160831,2016,INDL,C,D,STD,PCYO,PURE CYCLE CORP,USD,A,551040
008832,20160131,2015,INDL,C,D,STD,AGX,ARGAN INC,USD,A,201030
008850,20161231,2016,INDL,C,D,STD,KWR,QUAKER HOUGHTON,USD,A,151010
008858,20160331,2015,INDL,C,D,STD,NXGN,NEXTGEN HEALTHCARE INC,USD,A,351030
008867,20160331,2015,INDL,C,D,STD,QMCO,QUANTUM CORP,USD,A,452020
008898,20160930,2016,FS,C,D,STD,RJF,RAYMOND JAMES FINANCIAL INC,USD,A,402030
008898,20160930,2016,INDL,C,D,STD,RJF,RAYMOND JAMES FINANCIAL INC,USD,A,402030
008901,20161231,2016,INDL,C,D,STD,RES,RPC INC,USD,A,101010
008902,20160531,2015,INDL,C,D,STD,RPM,RPM INTERNATIONAL INC,USD,A,151010
008947,20161231,2016,INDL,C,D,STD,USLM,U S LIME & MINERALS,USD,A,151020
009016,20161231,2016,INDL,C,D,STD,RRX,REGAL REXNORD CORPORATION,USD,A,201040
009023,20160630,2016,INDL,C,D,STD,RGS,REGIS CORP/MN,USD,A,253020
009063,20161231,2016,INDL,C,D,STD,AN,AUTONATION INC,USD,A,255040
009155,20160229,2015,INDL,C,D,STD,RAD,RITE AID CORP,USD,A,301010
009171,20160930,2016,INDL,C,D,STD,RGCO,RGC RESOURCES INC,USD,A,551020
009203,20160930,2016,INDL,C,D,STD,ROK,ROCKWELL AUTOMATION,USD,A,201040
009216,20161231,2016,INDL,C,D,STD,ROG,ROGERS CORP,USD,A,452030
009225,20161231,2016,INDL,C,D,STD,ROL,ROLLINS INC,USD,A,202010
009248,20160131,2015,INDL,C,D,STD,ROST,ROSS STORES INC,USD,A,255040
009273,20160630,2016,INDL,C,D,STD,RGLD,ROYAL GOLD INC,USD,A,151040
009299,20161231,2016,INDL,C,D,STD,R,RYDER SYSTEM INC,USD,A,203040
009317,20161231,2016,FS,C,D,STD,SEIC,SEI INVESTMENTS CO,USD,A,402030
009317,20161231,2016,INDL,C,D,STD,SEIC,SEI INVESTMENTS CO,USD,A,402030
009324,20161231,2016,INDL,C,D,STD,SJW,SJW GROUP,USD,A,551040
009355,20161231,2016,INDL,C,D,STD,SFE,SAFEGUARD SCIENTIFICS INC,USD,A,402030
009466,20160531,2015,INDL,C,D,STD,SCHL,SCHOLASTIC CORP,USD,A,502010
009538,20161231,2016,INDL,C,D,STD,SEB,SEABOARD CORP,USD,A,302020
009551,20160331,2015,INDL,C,D,STD,APPS,DIGITAL TURBINE INC,USD,A,451030
009555,20161231,2016,INDL,C,D,STD,SEE,SEALED AIR CORP,USD,A,151030
009599,20160131,2015,INDL,C,D,STD,SMTC,SEMTECH CORP,USD,A,453010
009611,20161231,2016,INDL,C,D,STD,SCI,SERVICE CORP INTERNATIONAL,USD,A,253020
009664,20161231,2016,INDL,C,D,STD,SHEN,SHENANDOAH TELECOMMUN CO,USD,A,501020
009667,20161231,2016,INDL,C,D,STD,SHW,SHERWIN-WILLIAMS CO,USD,A,151010
009771,20161231,2016,INDL,C,D,STD,AOS,SMITH (A.O.),USD,A,201020
009777,20160430,2015,INDL,C,D,STD,SJM,SMUCKER (JM) CO,USD,A,302020
009778,20161231,2016,INDL,C,D,STD,SNA,SNAP-ON INC,USD,A,201060
009783,20161231,2016,FS,C,D,STD,KEY,KEYCORP,USD,A,401010
009783,20161231,2016,INDL,C,D,STD,KEY,KEYCORP,USD,A,401010
009815,20161231,2016,INDL,C,D,STD,SON,SONOCO PRODUCTS CO,USD,A,151030
009831,20161231,2016,INDL,C,D,STD,SJI,SOUTH JERSEY INDUSTRIES INC,USD,A,551020
009846,20161231,2016,INDL,C,D,STD,EIX,EDISON INTERNATIONAL,USD,A,551010
009849,20161231,2016,INDL,C,D,STD,AWR,AMERICAN STATES WATER CO,USD,A,551040
009850,20161231,2016,INDL,C,D,STD,SO,SOUTHERN CO,USD,A,551010
009882,20161231,2016,INDL,C,D,STD,LUV,SOUTHWEST AIRLINES,USD,A,203020
009890,20161231,2016,INDL,C,D,STD,SWX,SOUTHWEST GAS HOLDINGS INC,USD,A,551020
009899,20161231,2016,INDL,C,D,STD,T,AT&T INC,USD,A,501010
009904,20161231,2016,INDL,C,D,STD,SWN,SOUTHWESTERN ENERGY CO,USD,A,101020
009919,20161231,2016,INDL,C,D,STD,SHYF,THE SHYFT GROUP INC,USD,A,201060
009969,20161231,2016,INDL,C,D,STD,STAA,STAAR SURGICAL CO,USD,A,351010
010000,20161231,2016,INDL,C,D,STD,SMP,STANDARD MOTOR PRODS,USD,A,251010
010008,20160630,2016,INDL,C,D,STD,SXI,STANDEX INTERNATIONAL CORP,USD,A,201060
010016,20161231,2016,INDL,C,D,STD,SWK,STANLEY BLACK & DECKER INC,USD,A,201060
010035,20161231,2016,FS,C,D,STD,STT,STATE STREET CORP,USD,A,402030
010035,20161231,2016,INDL,C,D,STD,STT,STATE STREET CORP,USD,A,402030
010056,20161231,2016,INDL,C,D,STD,SCL,STEPAN CO,USD,A,151010
010086,20161231,2016,FS,C,D,STD,STC,STEWART INFORMATION SERVICES,USD,A,403010
010086,20161231,2016,INDL,C,D,STD,STC,STEWART INFORMATION SERVICES,USD,A,403010
010096,20161231,2016,FS,C,D,STD,PSA,PUBLIC STORAGE,USD,A,601010
010096,20161231,2016,INDL,C,D,STD,PSA,PUBLIC STORAGE,USD,A,601010
010115,20161231,2016,INDL,C,D,STD,SYK,STRYKER CORP,USD,A,351010
010121,20161231,2016,FS,C,D,STD,NAVI,NAVIENT CORP,USD,A,402020
010121,20161231,2016,INDL,C,D,STD,NAVI,NAVIENT CORP,USD,A,402020
010124,20161231,2016,INDL,C,D,STD,RGR,STURM RUGER & CO INC,USD,A,252020
010195,20161231,2016,INDL,C,D,STD,SUP,SUPERIOR INDUSTRIES INTL,USD,A,251010
010198,20161231,2016,INDL,C,D,STD,SGC,SUPERIOR GROUP OF COS INC,USD,A,252030
010221,20161231,2016,INDL,C,D,STD,SBOW,SILVERBOW RESOURCES INC,USD,A,101020
010236,20161231,2016,INDL,C,D,STD,ACNT,ASCENT INDUSTRIES CO,USD,A,151040
010247,20160630,2016,INDL,C,D,STD,SYY,SYSCO CORP,USD,A,301010
010353,20161231,2016,INDL,C,D,STD,TISI,TEAM INC,USD,A,202010
010390,20161231,2016,FS,C,D,STD,TRC,TEJON RANCH CO,USD,A,601020
010390,20161231,2016,INDL,C,D,STD,TRC,TEJON RANCH CO,USD,A,601020
010405,20161231,2016,INDL,C,D,STD,ATI,ATI INC -NEW,USD,A,151040
010407,20161231,2016,INDL,C,D,STD,TFX,TELEFLEX INC,USD,A,351010
010411,20161231,2016,INDL,C,D,STD,TDS,TELEPHONE & DATA SYSTEMS INC,USD,A,501020
010441,20161231,2016,INDL,C,D,STD,TNC,TENNANT CO,USD,A,201060
010443,20161231,2016,INDL,C,D,STD,TEN,TENNECO INC,USD,I,251010
010453,20161231,2016,INDL,C,D,STD,TER,TERADYNE INC,USD,A,453010
010499,20161231,2016,INDL,C,D,STD,TXN,TEXAS INSTRUMENTS INC,USD,A,453010
010504,20161231,2016,INDL,C,D,STD,TPL,TEXAS PACIFIC LAND CORP,USD,A,101020
010519,20161231,2016,INDL,C,D,STD,TXT,TEXTRON INC,USD,A,201010
010530,20161231,2016,INDL,C,D,STD,TMO,THERMO FISHER SCIENTIFIC INC,USD,A,352030
010549,20160731,2016,INDL,C,D,STD,THO,THOR INDUSTRIES INC,USD,A,251020
010565,20160331,2015,INDL,C,D,STD,TDW,TIDEWATER INC,USD,A,101010
010567,20161231,2016,INDL,C,D,STD,SIX,SIX FLAGS ENTERTAINMENT CORP,USD,A,253010
010581,20161231,2016,INDL,C,D,STD,TKR,TIMKEN CO,USD,A,201060
010609,20161231,2016,INDL,C,D,STD,TR,TOOTSIE ROLL INDUSTRIES INC,USD,A,302020
010614,20161231,2016,FS,C,D,STD,GL,GLOBE LIFE INC,USD,A,403010
010614,20161231,2016,INDL,C,D,STD,GL,GLOBE LIFE INC,USD,A,403010
010618,20161031,2016,INDL,C,D,STD,TTC,TORO CO,USD,A,201060
010685,20160331,2015,INDL,C,D,STD,TRNS,TRANSCAT INC,USD,A,201070
010735,20161231,2016,INDL,C,D,STD,TRN,TRINITY INDUSTRIES INC,USD,A,201060
010761,20161231,2016,INDL,C,D,STD,VNRX,VOLITIONRX LTD,USD,A,351010
010777,20160630,2016,INDL,C,D,STD,TWIN,TWIN DISC INC,USD,A,201060
010789,20161231,2016,INDL,C,D,STD,TYL,TYLER TECHNOLOGIES INC,USD,A,451030
010793,20160930,2016,INDL,C,D,STD,TSN,TYSON FOODS INC  -CL A,USD,A,302020
010795,20161231,2016,INDL,C,D,STD,UAL,UNITED AIRLINES HOLDINGS INC,USD,A,203020
010801,20160930,2016,INDL,C,D,STD,UGI,UGI CORP,USD,A,551020
010839,20160630,2016,INDL,C,D,STD,UFI,UNIFI INC,USD,A,252030
010840,20160831,2016,INDL,C,D,STD,UNF,UNIFIRST CORP,USD,A,202010
010860,20161231,2016,INDL,C,D,STD,AEE,AMEREN CORP,USD,A,551030
010867,20161231,2016,INDL,C,D,STD,UNP,UNION PACIFIC CORP,USD,A,203040
010877,20161231,2016,INDL,C,D,STD,UNTC,UNIT CORP,USD,A,101020
010894,20161231,2016,FS,C,D,STD,UDR,UDR INC,USD,A,601010
010894,20161231,2016,INDL,C,D,STD,UDR,UDR INC,USD,A,601010
010903,20161231,2016,FS,C,D,STD,UNH,UNITEDHEALTH GROUP INC,USD,A,351020
010903,20161231,2016,INDL,C,D,STD,UNH,UNITEDHEALTH GROUP INC,USD,A,351020
010916,20161231,2016,FS,C,D,STD,UMBF,UMB FINANCIAL CORP,USD,A,401010
010916,20161231,2016,INDL,C,D,STD,UMBF,UMB FINANCIAL CORP,USD,A,401010
010917,20161231,2016,FS,C,D,STD,UMH,UMH PROPERTIES INC,USD,A,601010
010917,20161231,2016,INDL,C,D,STD,UMH,UMH PROPERTIES INC,USD,A,601010
010920,20161231,2016,INDL,C,D,STD,UPS,UNITED PARCEL SERVICE INC,USD,A,203010
010983,20161231,2016,INDL,C,D,STD,RTX,RAYTHEON TECHNOLOGIES CORP,USD,A,201010
010991,20161231,2016,INDL,C,D,STD,LNW,LIGHT & WONDER INC,USD,A,253010
010999,20161231,2016,INDL,C,D,STD,UTL,UNITIL CORP,USD,A,551030
011012,20161231,2016,INDL,C,D,STD,SXT,SENSIENT TECHNOLOGIES CORP,USD,A,151010
011017,20160331,2015,INDL,C,D,STD,UVV,UNIVERSAL CORP/VA,USD,A,302030
011032,20161231,2016,INDL,C,D,STD,UHS,UNIVERSAL HEALTH SVCS INC,USD,A,351020
011051,20161231,2016,INDL,C,D,STD,UTMD,UTAH MEDICAL PRODUCTS INC,USD,A,351010
011060,20161231,2016,INDL,C,D,STD,VFC,VF CORP,USD,A,252030
011065,20161231,2016,INDL,C,D,STD,VSEC,VSE CORP,USD,A,202010
011094,20161231,2016,INDL,C,D,STD,VMI,VALMONT INDUSTRIES INC,USD,A,201030
011124,20161231,2016,INDL,C,D,STD,VECO,VEECO INSTRUMENTS INC,USD,A,453010
011185,20160131,2015,INDL,C,D,STD,VIRC,VIRCO MFG. CORP,USD,A,202010
011191,20161231,2016,INDL,C,D,STD,VSH,VISHAY INTERTECHNOLOGY INC,USD,A,452030
011228,20161231,2016,INDL,C,D,STD,VMC,VULCAN MATERIALS CO,USD,A,151020
011234,20160831,2016,INDL,C,D,STD,WDFC,WD-40 CO,USD,A,303010
011259,20160131,2015,INDL,C,D,STD,WMT,WALMART INC,USD,A,301010
011264,20160831,2016,INDL,C,D,STD,WBA,WALGREENS BOOTS ALLIANCE INC,USD,A,301010
011300,20161231,2016,INDL,C,D,STD,GHC,GRAHAM HOLDINGS CO,USD,A,253020
011301,20161231,2016,FS,C,D,STD,ELME,ELME COMMUNITIES,USD,A,601010
011301,20161231,2016,INDL,C,D,STD,ELME,ELME COMMUNITIES,USD,A,601010
011304,20161231,2016,INDL,C,D,STD,AVA,AVISTA CORP,USD,A,551030
011313,20161231,2016,INDL,C,D,STD,WSO,WATSCO INC,USD,A,201070
011340,20161231,2016,FS,C,D,STD,WRI,WEINGARTEN REALTY INVST,USD,I,601010
011340,20161231,2016,INDL,C,D,STD,WRI,WEINGARTEN REALTY INVST,USD,I,601010
011343,20161231,2016,INDL,C,D,STD,WMK,WEIS MARKETS INC,USD,A,301010
011376,20161231,2016,INDL,C,D,STD,WST,WEST PHARMACEUTICAL SVSC INC,USD,A,352030
011399,20160630,2016,INDL,C,D,STD,WDC,WESTERN DIGITAL CORP,USD,A,452020
011455,20161231,2016,INDL,C,D,STD,WEYS,WEYCO GROUP INC,USD,A,255010
011456,20161231,2016,INDL,C,D,STD,WY,WEYERHAEUSER CO,USD,A,601010
011465,20161231,2016,INDL,C,D,STD,WHR,WHIRLPOOL CORP,USD,A,252010
011499,20160430,2015,INDL,C,D,STD,WLY,WILEY (JOHN) & SONS  -CL A,USD,A,502010
011506,20161231,2016,INDL,C,D,STD,WMB,WILLIAMS COS INC,USD,A,101020
011511,20160131,2015,INDL,C,D,STD,WSM,WILLIAMS-SONOMA INC,USD,A,255040
011537,20160831,2016,INDL,C,D,STD,WGO,WINNEBAGO INDUSTRIES,USD,A,251020
011550,20161231,2016,INDL,C,D,STD,WEC,WEC ENERGY GROUP INC,USD,A,551030
011554,20161231,2016,INDL,C,D,STD,LNT,ALLIANT ENERGY CORP,USD,A,551010
011566,20161231,2016,INDL,C,D,STD,WWW,WOLVERINE WORLD WIDE,USD,A,252030
011580,20160930,2016,INDL,C,D,STD,WWD,WOODWARD INC,USD,A,201010
