Area,2000Pop,2005Pop,2010Pop,fips
Beaver County,181448,174820,170539,42007
Bedford County,49890,49691,49762,42009
Berks County,373712,395933,411442,42011
Blair County,129105,126730,127089,42013
Bradford County,62747,62501,62622,42015
Bucks County,597548,616302,625249,42017
Butler County,174105,179522,183862,42019
Cambria County,152555,146975,143679,42021
Cameron County,5971,5431,5085,42023
Carbon County,58765,62358,65249,42025
Centre County,135678,145543,153990,42027
Chester County,433208,470506,498886,42029
Clarion County,41739,40458,39988,42031
Clearfield County,83529,81816,81642,42033
Clinton County,37879,38418,39238,42035
Columbia County,63947,65535,67295,42037
Crawford County,90352,89452,88765,42039
Cumberland County,213605,223361,235406,42041
Dauphin County,251770,257673,268100,42043
Delaware County,551722,552153,558979,42045
Elk County,35114,33385,31946,42047
Erie County,280907,277211,280566,42049
Fayette County,148536,142447,136606,42051
Forest County,4948,6964,7716,42053
Franklin County,129495,138927,149618,42055
Fulton County,14259,14540,14845,42057
Greene County,40626,39806,38686,42059
Huntingdon County,45613,45771,45913,42061
Indiana County,89593,88760,88880,42063
Jefferson County,45915,45353,45200,42065
Juniata County,22814,23986,24636,42067
Lackawanna County,213292,212305,214437,42069
Lancaster County,470783,494722,519445,42071
Lawrence County,94567,92741,91108,42073
Lebanon County,120202,126197,133568,42075
Lehigh County,311746,331327,349497,42077
Luzerne County,319429,316187,320918,42079
Lycoming County,120003,117530,116111,42081
McKean County,45908,44187,43450,42083
Mercer County,120368,118594,116638,42085
Mifflin County,46471,46377,46682,42087
Monroe County,138615,162045,169842,42089
Montgomery County,749409,779401,799874,42091
Montour County,18234,18183,18267,42093
Northampton County,267446,285198,297735,42095
Northumberland County,94867,93543,94528,42097
Perry County,43636,44741,45969,42099
Philadelphia County,1517562,1490861,1526006,42101
Pike County,46125,54000,57369,42103
Potter County,18082,17914,17457,42105
Schuylkill County,150263,146976,148289,42107
Snyder County,37506,38448,39702,42109
Somerset County,80047,79015,77742,42111
Sullivan County,6561,6513,6428,42113
Susquehanna County,42225,43219,43356,42115
Tioga County,41346,41579,41981,42117
Union County,41583,43690,44947,42119
Venango County,57500,56016,54984,42121
Warren County,43784,42218,41815,42123
Washington County,203014,205359,207820,42125
Wayne County,47679,50409,52822,42127
Westmoreland County,369990,366946,365169,42129
Wyoming County,28072,28160,28276,42131
York County,381791,409066,434972,42133
Rhode Island,1048259,1067916,1052567,44000
Bristol County,50653,51667,49875,44001
Kent County,167220,169815,166158,44003
Newport County,85442,83962,82888,44005
Providence County,621404,635060,626667,44007
Washington County,123540,127412,126979,44009
South Carolina,4012023,4270150,4625364,45000
Abbeville County,26153,25995,25417,45001
Aiken County,142556,150152,160099,45003
Allendale County,11199,11021,10419,45005
Anderson County,165734,175467,187126,45007
Bamberg County,16704,16360,15987,45009
Barnwell County,23491,22965,22621,45011
Beaufort County,120931,141498,162233,45013
Berkeley County,142747,153489,177843,45015
Calhoun County,15132,15212,15175,45017
Charleston County,309921,331589,350209,45019
Cherokee County,52532,53772,55342,45021
Chester County,34112,33373,33140,45023
Chesterfield County,42765,44766,46734,45025
Clarendon County,32460,33847,34971,45027
Colleton County,38259,38728,38892,45029
Darlington County,67444,68185,68681,45031
Dillon County,30735,31239,32062,45033
Dorchester County,96353,113235,136555,45035
Edgefield County,24588,26196,26985,45037
Fairfield County,23388,24132,23956,45039
Florence County,125709,130982,136885,45041
Georgetown County,55823,59521,60158,45043
Greenville County,379648,405608,451225,45045
Greenwood County,66309,67630,69661,45047
Hampton County,21373,21109,21090,45049
Horry County,196558,229899,269291,45051
Jasper County,20672,21845,24777,45053
Kershaw County,52649,56506,61697,45055
Lancaster County,61404,65875,76652,45057
Laurens County,69407,67629,66537,45059
Lee County,20089,20079,19220,45061
Lexington County,216031,235176,262391,45063
McCormick County,9934,10049,10233,45065
Marion County,35475,34334,33062,45067
Marlboro County,28820,27918,28933,45069
Newberry County,35979,36399,37508,45071
Oconee County,66199,70581,74273,45073
Orangeburg County,91511,92197,92501,45075
Pickens County,110755,114344,119224,45077
Richland County,320836,349003,384504,45079
Saluda County,19180,19131,19875,45081
Spartanburg County,253957,264481,284307,45083
Sumter County,104687,106082,107456,45085
Union County,29939,29241,28961,45087
Williamsburg County,37219,35193,34423,45089
York County,164656,188117,226073,45091
South Dakota,754858,775493,814180,46000
Aurora County,3051,2789,2710,46003
Beadle County,17027,16304,17398,46005
Bennett County,3572,3547,3431,46007
Bon Homme County,7262,6985,7070,46009
Brookings County,28233,29485,31965,46011
Brown County,35468,35441,36531,46013
Brule County,5362,5010,5255,46015
Buffalo County,2032,1959,1912,46017
Butte County,9093,9422,10110,46019
Campbell County,1782,1591,1466,46021
Charles Mix County,9350,9134,9129,46023
Clark County,4143,3827,3691,46025
Clay County,13538,13517,13864,46027
Codington County,25909,26364,27227,46029
Corson County,4177,4213,4050,46031
Custer County,7268,7810,8216,46033
Davison County,18743,19126,19504,46035
Day County,6246,5872,5710,46037
Deuel County,4498,4389,4364,46039
Dewey County,5972,5667,5301,46041
Douglas County,3456,3242,3002,46043
Edmunds County,4367,4128,4071,46045
Fall River County,7453,7181,7094,46047
Faulk County,2640,2411,2364,46049
Grant County,7845,7454,7356,46051
Gregory County,4790,4378,4271,46053
Haakon County,2196,2030,1937,46055
Hamlin County,5530,5625,5903,46057
Hand County,3741,3396,3431,46059
Hanson County,3144,3511,3331,46061
Harding County,1353,1257,1255,46063
Hughes County,16483,16682,17022,46065
Hutchinson County,8074,7594,7343,46067
Hyde County,1671,1601,1420,46069
Jackson County,2929,2982,3031,46071
Jerauld County,2286,2105,2071,46073
Jones County,1193,1033,1006,46075
Kingsbury County,5815,5318,5148,46077
Lake County,11270,10624,11200,46079
Lawrence County,21805,22889,24097,46081
Lincoln County,24158,34598,44828,46083
Lyman County,3899,3756,3755,46085
McCook County,5825,5793,5618,46087
McPherson County,2904,2627,2459,46089
Marshall County,4578,4625,4656,46091
Meade County,24230,25089,25434,46093
Mellette County,2083,2027,2048,46095
Miner County,2836,2508,2389,46097
Minnehaha County,148321,157778,169468,46099
Moody County,6586,6542,6486,46101
Pennington County,88619,93099,100948,46103
Perkins County,3368,2984,2982,46105
Potter County,2693,2444,2329,46107
Roberts County,10013,9939,10149,46109
Sanborn County,2676,2457,2355,46111
Shannon County,12466,13150,13586,46113
Spink County,7452,6814,6415,46115
Stanley County,2772,2822,2966,46117
Sully County,1553,1407,1373,46119
Todd County,9050,9484,9612,46121
Tripp County,6434,6061,5644,46123
Turner County,8847,8436,8347,46125
Union County,12583,13119,14399,46127
Walworth County,5969,5507,5438,46129
Yankton County,21657,21871,22438,46135
Ziebach County,2519,2663,2801,46137
Tennessee,5689427,5991057,6346105,47000
Anderson County,71470,72040,75129,47001
Bedford County,37608,41616,45058,47003
Benton County,16534,16515,16489,47005
Bledsoe County,12349,12685,12876,47007
Blount County,105824,115336,123010,47009
Bradley County,87973,93024,98963,47011
Campbell County,39839,40397,40716,47013
Cannon County,12836,13153,13801,47015
Carroll County,29446,28707,28522,47017
Carter County,56731,57693,57424,47019
Cheatham County,35843,37668,39105,47021
Chester County,15540,16355,17131,47023
Claiborne County,29861,31206,32213,47025
Clay County,7960,7954,7861,47027
Cocke County,33548,34644,35662,47029
Coffee County,48052,50834,52796,47031
Crockett County,14529,14437,14586,47033
Cumberland County,46781,51758,56053,47035
Davidson County,569927,589787,626681,47037
Decatur County,11711,11597,11757,47039
DeKalb County,17413,18150,18723,47041
Dickson County,43152,46361,49666,47043
Dyer County,37284,37882,38335,47045
Fayette County,28799,33831,38413,47047
Fentress County,16615,17167,17959,47049
Franklin County,39258,40531,41052,47051
Gibson County,48092,47924,49683,47053
Giles County,29433,29454,29485,47055
Grainger County,20610,21871,22657,47057
Greene County,62911,66369,68831,47059
Grundy County,14322,14139,13703,47061
Hamblen County,58136,59918,62544,47063
Hamilton County,308115,317901,336463,47065
Hancock County,6776,6805,6819,47067
Hardeman County,28108,27824,27253,47069
Hardin County,25589,25710,26026,47071
Hawkins County,53582,55539,56833,47073
Haywood County,19790,19392,18787,47075
Henderson County,25526,26581,27769,47077
Henry County,31112,31538,32330,47079
Hickman County,22311,23940,24690,47081
Houston County,8079,8060,8426,47083
Humphreys County,17932,18017,18538,47085
Jackson County,10987,11385,11638,47087
Jefferson County,44308,47785,51407,47089
Johnson County,17513,18153,18244,47091
Knox County,381884,404234,432226,47093
Lake County,7951,7847,7832,47095
Lauderdale County,27134,27402,27815,47097
Lawrence County,39910,40794,41869,47099
Lewis County,11389,11654,12161,47101
Lincoln County,31346,32014,33361,47103
Loudon County,39086,43923,48556,47105
McMinn County,49011,50999,52266,47107
McNairy County,24644,25134,26075,47109
Macon County,20407,21254,22248,47111
Madison County,91900,95400,98294,47113
Marion County,27765,27751,28237,47115
Marshall County,26761,28181,30617,47117
Maury County,69542,73962,80956,47119
Meigs County,11052,11241,11753,47121
Monroe County,38969,42163,44519,47123
Montgomery County,134725,151122,172331,47125
Moore County,5698,6088,6362,47127
Morgan County,19754,20959,21987,47129
Obion County,32470,32179,31807,47131
Overton County,20124,20983,22083,47133
Perry County,7608,7594,7915,47135
Pickett County,4941,4997,5077,47137
Polk County,16039,16386,16825,47139
Putnam County,62315,66871,72321,47141
Rhea County,28398,29919,31809,47143
Roane County,51921,53175,54181,47145
Robertson County,54430,59720,66283,47147
Rutherford County,182029,221318,262604,47149
Scott County,21129,21865,22228,47151
Sequatchie County,11262,12819,14112,47153
Sevier County,71200,81275,89889,47155
Shelby County,897466,913201,927644,47157
Smith County,17708,18521,19166,47159
Stewart County,12369,12843,13324,47161
Sullivan County,153089,153463,156823,47163
Sumner County,130528,144124,160645,47165
Tipton County,51309,56022,61081,47167
Trousdale County,7256,7443,7870,47169
Unicoi County,17666,17937,18313,47171
Union County,17843,18734,19109,47173
Van Buren County,5505,5413,5548,47175
Warren County,38275,38987,39839,47177
Washington County,107188,113552,122979,47179
Wayne County,16817,17006,17021,47181
Weakley County,34917,34407,35021,47183
White County,23139,24489,25841,47185
Williamson County,126649,154099,183182,47187
Wilson County,88794,99960,113993,47189
Texas,20851028,22778123,25145561,48000
Anderson County,55114,56873,58458,48001
Andrews County,13002,13016,14786,48003
Angelina County,80123,82553,86771,48005
Aransas County,22457,23561,23158,48007
Archer County,8904,9068,9054,48009
Armstrong County,2153,2037,1901,48011
Atascosa County,38564,42495,44911,48013
Austin County,23586,26331,28417,48015
Bailey County,6593,7024,7165,48017
Bandera County,17589,19428,20485,48019
Bastrop County,57702,68233,74171,48021
Baylor County,4091,3877,3726,48023
Bee County,32347,32101,31861,48025
Bell County,238000,266017,310235,48027
Bexar County,1393035,1529270,1714773,48029
Blanco County,8436,9554,10497,48031
Borden County,729,638,641,48033
Bosque County,17188,17990,18212,48035
Bowie County,89296,89239,92565,48037
Brazoria County,241805,274336,313166,48039
Brazos County,152436,169824,194851,48041
Brewster County,8872,8830,9232,48043
Briscoe County,1805,1726,1637,48045
Brooks County,7980,7562,7223,48047
Brown County,37668,38172,38106,48049
Burleson County,16449,17167,17187,48051
Burnet County,34188,39798,42750,48053
Caldwell County,32101,36388,38066,48055
Calhoun County,20645,20715,21381,48057
Callahan County,12873,13281,13544,48059
Cameron County,334884,373429,406220,48061
Camp County,11533,11990,12401,48063
Carson County,6503,6449,6182,48065
Cass County,30427,30088,30464,48067
Castro County,8276,7908,8062,48069
Chambers County,26006,29388,35096,48071
Cherokee County,46716,48751,50845,48073
Childress County,7697,7205,7041,48075
Clay County,10997,11317,10752,48077
Cochran County,3724,3338,3127,48079
Coke County,3865,3540,3320,48081
Coleman County,9232,8739,8895,48083
Collin County,491272,647187,782341,48085
Collingsworth County,3206,2980,3057,48087
Colorado County,20356,20493,20874,48089
Comal County,78022,91018,108472,48091
Comanche County,14027,13746,13974,48093
Concho County,3964,4039,4087,48095
Cooke County,36370,38143,38437,48097
Coryell County,74899,72610,75388,48099
Cottle County,1899,1653,1505,48101
Crane County,3996,3840,4375,48103
Crockett County,4099,3851,3719,48105
Crosby County,7072,6521,6059,48107
Culberson County,2979,2648,2398,48109
Dallam County,6213,6238,6703,48111
Dallas County,2216808,2250830,2368139,48113
Dawson County,14987,14092,13833,48115
Deaf Smith County,18565,18737,19372,48117
Delta County,5319,5314,5231,48119
Denton County,433065,553669,662614,48121
DeWitt County,19999,20342,20097,48123
Dickens County,2760,2563,2444,48125
Dimmit County,10205,10031,9996,48127
Donley County,3814,3833,3677,48129
Duval County,13073,12426,11782,48131
Eastland County,18289,18533,18583,48133
Ector County,121124,125378,137130,48135
Edwards County,2160,2011,2002,48137
Ellis County,111415,129955,149610,48139
El Paso County,679568,728095,800647,48141
Erath County,32981,35336,37890,48143
Falls County,18563,17990,17866,48145
Fannin County,31225,33221,33915,48147
Fayette County,21818,23342,24554,48149
Fisher County,4345,4135,3974,48151
Floyd County,7770,6983,6446,48153
Foard County,1621,1439,1336,48155
Fort Bend County,354286,462953,585375,48157
Franklin County,9431,10745,10605,48159
Freestone County,17851,18843,19816,48161
Frio County,16255,16618,17217,48163
Gaines County,14463,15331,17526,48165
Galveston County,250178,274806,291309,48167
Garza County,4876,5742,6461,48169
Gillespie County,20806,22858,24837,48171
Glasscock County,1413,1273,1226,48173
Goliad County,6923,7070,7210,48175
Gonzales County,18601,19656,19807,48177
Gray County,22742,21776,22535,48179
Grayson County,110574,115666,120877,48181
Gregg County,111328,115402,121730,48183
Grimes County,23544,25350,26604,48185
Guadalupe County,88856,105585,131533,48187
Hale County,36605,36066,36273,48189
Hall County,3782,3613,3353,48191
Hamilton County,8226,8263,8517,48193
Hansford County,5369,5258,5613,48195
Hardeman County,4723,4417,4139,48197
Hardin County,48075,51141,54635,48199
Harris County,3401139,3681829,4092459,48201
Harrison County,62096,62811,65631,48203
Hartley County,5538,5794,6062,48205
Haskell County,6091,5904,5899,48207
Hays County,97918,125302,157107,48209
Hemphill County,3353,3480,3807,48211
Henderson County,73105,78001,78532,48213
Hidalgo County,569099,674982,774769,48215
Hill County,32301,34203,35089,48217
Hockley County,22719,23094,22935,48219
Hood County,40987,46470,51182,48221
Hopkins County,31960,33330,35161,48223
Houston County,23148,23500,23732,48225
Howard County,33630,33277,35012,48227
Hudspeth County,3349,3416,3476,48229
Hunt County,76562,82822,86129,48231
Hutchinson County,23864,22209,22150,48233
Irion County,1765,1613,1599,48235
Jack County,8751,9092,9044,48237
Jackson County,14387,14037,14075,48239
Jasper County,35552,35558,35710,48241
Jeff Davis County,2207,2249,2342,48243
Jefferson County,251968,250849,252273,48245
Jim Hogg County,5283,5194,5300,48247
Jim Wells County,39344,40449,40838,48249
Johnson County,126622,140692,150934,48251
Jones County,20794,20232,20202,48253
Karnes County,15438,14967,14824,48255
Kaufman County,71452,87388,103350,48257
Kendall County,23793,27849,33410,48259
Kenedy County,414,457,416,48261
Kent County,859,784,808,48263
Kerr County,43646,46809,49625,48265
Kimble County,4461,4609,4607,48267
King County,356,289,286,48269
Kinney County,3375,3449,3598,48271
Kleberg County,31610,31242,32061,48273
Knox County,4253,3822,3719,48275
Lamar County,48491,49344,49793,48277
Lamb County,14713,14583,13977,48279
Lampasas County,17827,18906,19677,48281
La Salle County,5863,6542,6886,48283
Lavaca County,19217,19185,19263,48285
Lee County,15650,16330,16612,48287
Leon County,15307,16104,16801,48289
Liberty County,70196,74303,75643,48291
Limestone County,22050,22919,23384,48293
Lipscomb County,3050,3057,3302,48295
Live Oak County,12262,11631,11531,48297
Llano County,16996,18425,19301,48299
Loving County,67,70,82,48301
Lubbock County,242644,257779,278831,48303
Lynn County,6547,6178,5915,48305
McCulloch County,8203,8117,8283,48307
McLennan County,213525,222794,234906,48309
McMullen County,847,789,707,48311
Madison County,12945,13136,13664,48313
Marion County,10939,10980,10546,48315
Martin County,4746,4447,4799,48317
Mason County,3735,3813,4012,48319
Matagorda County,37919,37132,36702,48321
Maverick County,47285,50140,54258,48323
Medina County,39318,42977,46006,48325
Menard County,2357,2212,2242,48327
Midland County,116034,122516,136872,48329
Milam County,24235,25017,24757,48331
Mills County,5143,4957,4936,48333
Mitchell County,9696,9322,9403,48335
Montague County,19108,19551,19719,48337
Montgomery County,293779,372541,455746,48339
Moore County,20123,20312,21904,48341
Morris County,13043,13012,12934,48343
Motley County,1421,1257,1210,48345
Nacogdoches County,59197,60939,64524,48347
Navarro County,45113,46854,47735,48349
Newton County,15054,14625,14445,48351
Nolan County,15805,14745,15216,48353
Nueces County,313512,325515,340223,48355
Ochiltree County,9001,9384,10223,48357
Oldham County,2183,2010,2052,48359
Orange County,85033,83500,81837,48361
Palo Pinto County,27015,27511,28111,48363
Panola County,22759,23140,23796,48365
Parker County,88429,101891,116927,48367
Parmer County,10008,10099,10269,48369
Pecos County,16793,15385,15507,48371
Polk County,41152,45472,45413,48373
Potter County,113655,118771,121073,48375
Presidio County,7304,7719,7818,48377
Rains County,9128,10589,10914,48379
Randall County,104176,111113,120725,48381
Reagan County,3325,3143,3367,48383
Real County,3046,3154,3309,48385
Red River County,14314,13444,12860,48387
Reeves County,13141,12675,13783,48389
Refugio County,7830,7601,7383,48391
Roberts County,887,855,929,48393
Robertson County,15972,16509,16622,48395
Rockwall County,43023,60349,78337,48397
Runnels County,11473,10842,10501,48399
Rusk County,47410,49703,53330,48401
Sabine County,10400,10445,10834,48403
San Augustine County,8939,9060,8865,48405
San Jacinto County,22211,25014,26384,48407
San Patricio County,67273,67232,64804,48409
San Saba County,6185,5982,6131,48411
Schleicher County,2934,3071,3461,48413
Scurry County,16366,16085,16921,48415
Shackelford County,3302,3286,3378,48417
Shelby County,25215,25299,25448,48419
Sherman County,3184,2970,3034,48421
Smith County,174861,191362,209714,48423
Somervell County,6913,7629,8490,48425
Starr County,53573,58284,60968,48427
Stephens County,9676,9409,9630,48429
Sterling County,1393,1198,1143,48431
Stonewall County,1691,1393,1490,48433
Sutton County,4073,4203,4128,48435
Swisher County,8369,7910,7854,48437
Tarrant County,1449290,1612048,1809034,48439
Taylor County,126606,127248,131506,48441
Terrell County,1081,942,984,48443
Terry County,12757,12417,12651,48445
Throckmorton County,1847,1695,1641,48447
Titus County,28118,28803,32334,48449
Tom Green County,104015,104974,110224,48451
Travis County,811776,891266,1024266,48453
Trinity County,13748,14395,14585,48455
Tyler County,20842,20935,21766,48457
Upshur County,35308,37957,39309,48459
Upton County,3408,3117,3355,48461
Uvalde County,25919,26368,26405,48463
Val Verde County,44834,47108,48879,48465
Van Zandt County,48129,51579,52579,48467
Victoria County,84077,84453,86793,48469
Walker County,61757,65676,67861,48471
Waller County,32545,37242,43205,48473
Ward County,10909,10232,10658,48475
Washington County,30412,31710,33718,48477
Webb County,193124,223703,250304,48479
Wharton County,41191,40987,41280,48481
Wheeler County,5289,4945,5410,48483
Wichita County,131695,130767,131500,48485
Wilbarger County,14679,13830,13535,48487
Willacy County,20079,21229,22134,48489
Williamson County,250466,332169,422679,48491
Wilson County,32401,37706,42918,48493
Winkler County,7173,6578,7110,48495
Wise County,48789,55613,59127,48497
Wood County,36729,39917,41964,48499
Yoakum County,7325,7404,7879,48501
Young County,17872,17801,18550,48503
Zapata County,12081,13043,14018,48505
Zavala County,11645,11565,11677,48507
Utah,2233183,2457719,2763885,49000
Beaver County,5997,6192,6629,49001
Box Elder County,42755,45090,49975,49003
Cache County,91389,100501,112656,49005
Carbon County,20531,19870,21403,49007
Daggett County,918,967,1059,49009
Davis County,238997,269208,306479,49011
Duchesne County,14432,15473,18607,49013
Emery County,10859,10471,10976,49015
Garfield County,4733,4582,5172,49017
Grand County,8407,8657,9225,49019
Iron County,33793,39555,46163,49021
Juab County,8236,8926,10246,49023
Kane County,6056,6369,7125,49025
Millard County,12405,11935,12503,49027
Morgan County,7132,7977,9469,49029
Piute County,1437,1430,1556,49031
Rich County,1961,2055,2264,49033
Salt Lake County,898429,947963,1029655,49035
San Juan County,14389,13653,14746,49037
Sanpete County,22722,24607,27822,49039
Sevier County,18840,19415,20802,49041
Summit County,29746,34137,36324,49043
Tooele County,40740,49258,58218,49045
Uintah County,25174,27661,32588,49047
Utah County,368539,430697,516564,49049
Wasatch County,15206,19410,23530,49051
Washington County,90325,119000,138115,49053
Wayne County,2509,2510,2778,49055
Weber County,196526,210150,231236,49057
Vermont,608613,621215,625741,50000
Addison County,35963,36611,36821,50001
Bennington County,36969,36960,37125,50003
Caledonia County,29606,30881,31227,50005
Chittenden County,146615,152163,156545,50007
Essex County,6450,6450,6306,50009
Franklin County,45395,47192,47746,50011
Grand Isle County,6885,7282,6970,50013
Lamoille County,23225,23421,24475,50015
Orange County,28314,29066,28936,50017
Orleans County,26275,27224,27231,50019
Rutland County,63386,63003,61642,50021
Washington County,58034,59366,59534,50023
Windham County,44112,44187,44513,50025
Windsor County,57384,57409,56670,50027
Virginia,7079057,7577105,8001024,51000
Accomack County,38301,35835,33164,51001
Albemarle County,83024,91676,98970,51003
Alleghany County,17235,16580,16250,51005
Amelia County,11378,11943,12690,51007
Amherst County,31888,31955,32353,51009
Appomattox County,13703,13981,14973,51011
Arlington County,189211,187760,207627,51013
Augusta County,65385,69949,73750,51015
Bath County,5040,4891,4731,51017
Bedford County,60226,64825,68676,51019
Bland County,6869,6873,6824,51021
Botetourt County,30554,31803,33148,51023
Brunswick County,18395,17981,17434,51025
Buchanan County,26968,25315,24098,51027
Buckingham County,15614,16401,17146,51029
Campbell County,50997,52795,54842,51031
Caroline County,22122,25475,28545,51033
Carroll County,29205,29660,30042,51035
Charles City County,6932,7060,7256,51036
Charlotte County,12471,12631,12586,51037
Chesterfield County,259879,289998,316236,51041
Clarke County,12638,13710,14034,51043
Craig County,5076,5139,5190,51045
Culpeper County,34260,41894,46689,51047
Cumberland County,9002,9465,10052,51049
Dickenson County,16380,16111,15903,51051
Dinwiddie County,24540,26149,28001,51053
Essex County,9991,10445,11151,51057
Fairfax County,969987,1019490,1081726,51059
Fauquier County,55145,62686,65203,51061
Floyd County,13840,14588,15279,51063
Fluvanna County,20012,24318,25691,51065
Franklin County,47311,51976,56159,51067
Frederick County,59226,69921,78305,51069
Giles County,16682,16963,17286,51071
Gloucester County,34772,36011,36858,51073
Goochland County,16866,19349,21717,51075
Grayson County,16803,16153,15533,51077
Greene County,15231,17155,18403,51079
Greensville County,11585,12063,12243,51081
Halifax County,37350,36340,36241,51083
Hanover County,86331,96451,99863,51085
Henrico County,263195,286441,306935,51087
Henry County,57944,55651,54151,51089
Highland County,2531,2463,2321,51091
Isle of Wight County,29724,32566,35270,51093
James City County,48096,58428,67009,51095
King and Queen County,6624,6792,6945,51097
King George County,16811,20476,23584,51099
King William County,13155,14278,15935,51101
Lancaster County,11557,11533,11391,51103
Lee County,23583,25150,25587,51105
Loudoun County,169599,254909,312311,51107
Louisa County,25691,29835,33153,51109
Lunenburg County,13152,13030,12914,51111
Madison County,12509,13106,13308,51113
Mathews County,9160,8962,8978,51115
Mecklenburg County,32387,32554,32727,51117
Middlesex County,9895,10526,10959,51119
Montgomery County,83632,88696,94392,51121
Nelson County,14440,14828,15020,51125
New Kent County,13472,15953,18429,51127
Northampton County,13096,12771,12389,51131
Northumberland County,12257,12501,12330,51133
Nottoway County,15738,15795,15853,51135
Orange County,25870,29990,33481,51137
Page County,23151,23708,24042,51139
Patrick County,19429,18802,18490,51141
Pittsylvania County,61790,62467,63506,51143
Powhatan County,22377,26372,28046,51145
Prince Edward County,19719,21341,23368,51147
Prince George County,33112,34798,35725,51149
Prince William County,281317,350612,402002,51153
Pulaski County,35129,34748,34872,51155
Rappahannock County,6994,7384,7373,51157
Richmond County,8813,9213,9254,51159
Roanoke County,85700,89245,92376,51161
Rockbridge County,20785,21738,22307,51163
Rockingham County,67825,72030,76314,51165
Russell County,29250,28508,28897,51167
Scott County,23395,23084,23177,51169
Shenandoah County,35068,39406,41993,51171
Smyth County,33069,32519,32208,51173
Southampton County,17482,17810,18570,51175
Spotsylvania County,90289,115017,122397,51177
Stafford County,92456,117611,128961,51179
Surry County,6824,6865,7058,51181
Sussex County,12507,11933,12087,51183
Tazewell County,44599,44025,45078,51185
Warren County,31553,35405,37575,51187
Washington County,51152,52940,54876,51191
Westmoreland County,16684,16757,17454,51193
Wise County,42153,41585,41452,51195
Wythe County,27601,28349,29235,51197
York County,56748,63076,65464,51199
Alexandria city,128278,128181,139966,51510
Bedford city,6421,6186,6222,51515
Bristol city,17346,17493,17835,51520
Buena Vista city,6367,6634,6650,51530
Charlottesville city,41280,40597,43475,51540
Chesapeake city,199153,215128,222209,51550
Colonial Heights city,16909,17348,17411,51570
Covington city,6294,6073,5961,51580
Danville city,48312,45086,43055,51590
Emporia city,5651,5657,5927,51595
Fairfax city,21576,20860,22565,51600
Falls Church city,10432,10840,12332,51610
Franklin city,8351,8278,8582,51620
Fredericksburg city,19367,21660,24286,51630
Galax city,6911,6821,7042,51640
Hampton city,146436,141314,137436,51650
Harrisonburg city,40390,44572,48914,51660
Hopewell city,22278,22131,22591,51670
Lexington city,6873,6903,7042,51678
Lynchburg city,65306,68773,75568,51680
Manassas city,34692,36452,37821,51683
Manassas Park city,10226,12451,14273,51685
Martinsville city,15418,14405,13821,51690
Newport News city,180272,183651,180719,51700
Norfolk city,234463,239650,242803,51710
Norton city,3945,3767,3958,51720
Petersburg city,33752,31930,32420,51730
Poquoson city,11566,11879,12150,51735
Portsmouth city,100580,98069,95535,51740
Radford city,15878,15995,16408,51750
Richmond city,196991,197465,204214,51760
Roanoke city,95006,93932,97032,51770
Salem city,24723,24310,24802,51775
Staunton city,23951,23603,23746,51790
Suffolk city,63699,77957,84585,51800
Virginia Beach city,425236,436210,437994,51810
Waynesboro city,19617,20533,21006,51820
Williamsburg city,11998,12400,14068,51830
Winchester city,23599,25565,26203,51840
Washington,5894281,6257305,6724540,53000
Adams County,16426,16918,18728,53001
Asotin County,20553,20908,21623,53003
Benton County,142473,157726,175177,53005
Chelan County,66611,68747,72453,53007
Clallam County,64183,68720,71404,53009
Clark County,345235,394277,425363,53011
Columbia County,4064,3974,4078,53013
Cowlitz County,92945,96536,102410,53015
Douglas County,32589,34622,38431,53017
Ferry County,7262,7495,7551,53019
Franklin County,49378,61360,78163,53021
Garfield County,2397,2274,2266,53023
Grant County,74714,79531,89120,53025
Grays Harbor County,67141,70423,72797,53027
Island County,71571,77589,78506,53029
Jefferson County,26301,28506,29872,53031
King County,1737075,1795268,1931249,53033
Kitsap County,231982,239806,251133,53035
Kittitas County,33369,37537,40915,53037
Klickitat County,19170,19279,20318,53039
Lewis County,68585,72060,75455,53041
Lincoln County,10173,10350,10570,53043
Mason County,49443,55198,60699,53045
Okanogan County,39567,39143,41120,53047
Pacific County,20979,21228,20920,53049
Pend Oreille County,11706,12357,13001,53051
Pierce County,700816,748148,795225,53053
San Juan County,14052,15167,15769,53055
Skagit County,103017,110683,116901,53057
Skamania County,9876,10303,11066,53059
Snohomish County,606043,654849,713335,53061
Spokane County,417968,440439,471221,53063
Stevens County,40082,41612,43531,53065
Thurston County,207392,227023,252264,53067
Wahkiakum County,3824,3824,3978,53069
Walla Walla County,55177,56569,58781,53071
Whatcom County,166822,185450,201140,53073
Whitman County,40742,42836,44776,53075
Yakima County,222578,228570,243231,53077
West Virginia,1808193,1820492,1852994,54000
Barbour County,15555,15722,16589,54001
Berkeley County,75899,92114,104169,54003
Boone County,25548,25311,24629,54005
Braxton County,14697,14682,14523,54007
Brooke County,25427,24703,24069,54009
Cabell County,96783,94821,96319,54011
Calhoun County,7587,7507,7627,54013
Clay County,10336,9852,9386,54015
Doddridge County,7366,7808,8202,54017
Fayette County,47591,46229,46039,54019
Gilmer County,7155,7905,8693,54021
Grant County,11292,11648,11937,54023
Greenbrier County,34448,35020,35480,54025
Hampshire County,20171,22361,23964,54027
Hancock County,32682,31510,30676,54029
Hardy County,12647,13529,14025,54031
